iter	Logloss
787	0.0001509630007
788	0.0001507950822
789	0.0001506262457
790	0.0001504844859
791	0.0001502906248
792	0.000150162543
793	0.0001499878037
794	0.0001498506129
795	0.0001497216967
796	0.0001495119805
797	0.0001493157072
798	0.000149142949
799	0.0001489436517
800	0.0001487871848
801	0.0001486361491
802	0.0001485102367
803	0.0001483250118
804	0.0001481988554
805	0.0001480695434
806	0.0001479444174
807	0.0001478169057
808	0.0001476535549
809	0.0001475131934
810	0.0001473724841
811	0.0001471614203
812	0.000147034743
813	0.0001468810233
814	0.0001467112488
815	0.0001466039438
816	0.0001464939408
817	0.0001463440594
818	0.0001462093857
819	0.0001460239243
820	0.0001458882772
821	0.0001457543886
822	0.0001456377103
823	0.0001455204265
824	0.0001453607825
825	0.0001452554522
826	0.0001450604444
827	0.0001449499889
828	0.0001447856873
829	0.0001446341295
830	0.0001444942686
831	0.0001443542686
832	0.0001442371517
833	0.000144084121
834	0.000143967798
835	0.0001438478099
836	0.0001437179884
837	0.0001435684623
838	0.0001434266683
839	0.0001432890186
840	0.0001431440185
841	0.000142972249
842	0.0001428243638
843	0.0001426690094
844	0.0001425619686
845	0.0001424237487
846	0.0001423307462
847	0.0001421933961
848	0.0001420794018
849	0.000141919883
850	0.0001417598294
851	0.0001416479148
852	0.0001414896337
853	0.0001413534644
854	0.0001412222813
855	0.0001411190093
856	0.0001409549087
857	0.0001408414493
858	0.00014070761
859	0.0001405925034
860	0.0001404559523
861	0.0001403138802
862	0.0001401510237
863	0.0001400214121
864	0.0001398806194
865	0.0001397818114
866	0.0001397012833
867	0.0001396060494
868	0.0001394843028
869	0.0001393776652
870	0.0001392843846
871	0.0001391231211
872	0.0001390064706
873	0.0001389079269
874	0.0001387773557
875	0.0001386488706
876	0.0001385475455
877	0.0001384333275
878	0.0001383242006
879	0.0001382195379
880	0.0001380653668
881	0.0001379515673
882	0.0001378295766
883	0.0001377264993
884	0.0001376190273
885	0.0001375172572
886	0.0001374067536
887	0.0001373161228
888	0.0001372223554
889	0.0001371165801
890	0.0001370247673
891	0.0001369078387
892	0.0001368097678
893	0.0001367139638
894	0.0001366048509
895	0.0001364846479
896	0.000136359111
897	0.0001362593207
898	0.0001361363566
899	0.0001360371036
900	0.0001359351109
901	0.0001358284797
902	0.0001356984231
903	0.0001356081198
904	0.0001354969486
905	0.0001353939193
906	0.0001352916485
907	0.0001351969646
908	0.0001350632644
909	0.0001349465924
910	0.000134823531
911	0.0001347370722
912	0.0001346204774
913	0.0001345263561
914	0.0001344541796
915	0.0001343660167
916	0.0001342271293
917	0.0001341196712
918	0.0001340444909
919	0.0001339368799
920	0.0001338205077
921	0.0001337098776
922	0.0001336074741
923	0.0001334908793
924	0.0001333815312
925	0.0001332903024
926	0.0001331910772
927	0.0001330898836
928	0.0001329875496
929	0.0001328823799
930	0.0001328043765
931	0.0001326804174
932	0.0001325647961
933	0.0001324881139
934	0.0001323966209
935	0.0001323072696
936	0.000132232485
937	0.0001321354014
938	0.0001320408565
939	0.0001319484457
940	0.0001318473987
941	0.0001317432429
942	0.0001316462428
943	0.0001315645896
944	0.000131459593
945	0.000131374233
946	0.0001312671074
947	0.0001311506517
948	0.0001310522887
949	0.0001309706696
950	0.0001308842109
951	0.0001307991492
952	0.0001306707892
953	0.0001305871257
954	0.0001304886654
955	0.0001303996061
956	0.0001303186128
957	0.000130238287
958	0.0001301521481
959	0.0001300628941
960	0.000129968104
961	0.0001298977354
962	0.0001297917933
963	0.0001297029084
964	0.0001296260315
965	0.0001295210969
966	0.0001294408268
967	0.0001293421022
968	0.0001292517711
969	0.0001291547571
970	0.0001290695904
971	0.0001289851899
972	0.0001289157114
973	0.0001288381948
974	0.0001287475362
975	0.000128672404
976	0.0001285699246
977	0.0001284809968
978	0.0001284089809
979	0.0001283220077
980	0.0001282354655
981	0.000128141664
982	0.0001280384475
983	0.0001279559459
984	0.0001278839086
985	0.0001277971641
986	0.0001277026041
987	0.0001276286893
988	0.0001275422862
989	0.0001274763957
990	0.0001273873718
991	0.0001272945159
992	0.0001272008117
993	0.0001271104591
994	0.0001270279702
995	0.0001269339183
996	0.0001268641958
997	0.0001267688785
998	0.0001266900268
999	0.0001266068918
